h_type	date	adress	loc	num_floor	unit_per_floor	price	age	statuse	view	doc_status	north	sought	west	east	floor	area	num_sleep	tel	kitch	service	floor_covering	open	parking	warehouse	balcony	equipment
آپارتمان	1402/06/12	تهرانپارس فلكه چهارم انتهای توحید	4	8	2	17,600,000,000 تومان	14	مسکونی	رومي	شخصي	0	1	0	0	7	143	3	1	MDF	ايراني فرنگي	پارکت سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/13	بنی هاشم خ صالحی	4	5	2	11,770,000,000 تومان	22	اجاره	سنگ	شخصي	1	0	0	0	3	107	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/13	شمس آباد میدان بهشتی	4	5	2	13,750,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	3	125	2	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	آسانسور_گاز
آپارتمان	1402/06/06	تهران پارس فلكه 1 خ 148	4	5	2	15,000,000,000 تومان	10	مسکونی	سنگ	شخصي	1	0	0	0	4	127	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	شمس آباد خ ریحانی	4	5	3	7,500,000,000 تومان	17	اجاره	سنگ	شخصي	1	1	0	0	2	80	2	1	MDF	ايراني فرنگي	سنگ	1	0	0	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/28	تهران پارس ك 138	4	4	2	6,400,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	همكف	80	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_حیاط خلوت_گاز
آپارتمان	1402/05/30	جشنواره خ احسان	4	3	2	2,050,000,000 تومان	5	مسکونی	سنگ	قولنامه اي	0	1	0	0	1	50	1	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	تهرانپارس فلكه سوم خ سجده ای	4	5	2	16,241,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	3	149	3	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/07	فرجام غربی میدان صدم	4	4	2	7,000,000,000 تومان	16	مسکونی	سنگ	شخصي	1	0	0	0	2	100	3	1	MDF	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/12	میدان رسالت خ طرقی	4	5	2	8,250,000,000 تومان	4	اجاره	سنگ	شخصي	1	0	0	0	3	75	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	کولر_آسانسور_پکیج
آپارتمان	1402/06/11	تهرانپارس بین فلكه دوم و سوم	4	7	4	10,500,000,000 تومان	6	تخلیه	سنگ	شخصي	1	0	0	0	3	100	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	تهران پارس خ مهرنامی	4	6	1	29,000,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	3	180	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	آسانسور
آپارتمان	1402/05/29	تهران پارس خ اردیبهشت	4	4	2	6,300,000,000 تومان	18	مسکونی	سنگ	شخصي	0	1	0	0	3	92	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/05	هروی بلوار پناهی نیا خ ظابطی	4	5	2	13,500,000,000 تومان	16	تخلیه	سنگ	شخصي	1	0	0	0	2	112	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج
آپارتمان	1402/06/02	تهرانپارس بزرگراه رسالت خ شیرود	4	5	12	4,320,000,000 تومان	6	مسکونی	تراورتن	شخصي	0	1	1	0	5	60	2	1	MDF	ايرانی	سراميک	0	1	1	0	کولر_آسانسور_پاسیو_پکیج_گاز
آپارتمان	1402/05/29	هنگام شمیران نو كوی هشتم	4	3	1	2,500,000,000 تومان	10	تخلیه	سنگ	قولنامه اي	0	1	0	0	3	90	1	1	هایگلاس	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/28	تهرانپارس خ 212	4	5	4	6,700,000,000 تومان	10	مسکونی	سنگ	شخصي	1	1	0	0	همكف	83	2	1	چوبي	ايراني فرنگي	لامنيت	1	0	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	هنگام شمیران نو	4	2	1	1,400,000,000 تومان	8	تخلیه	سنگ	قولنامه اي	1	0	0	0	1	57	1	1	فلزي	ايرانی	سراميک	1	0	0	0	کولر_گاز
آپارتمان	1402/06/11	بنی هاشم خ رحیمی كلور	4	4	1	9,200,000,000 تومان	9	اجاره	سنگ	شخصي	1	0	0	0	2	95	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	تهران پارس بلوار پروین بین 137و139	4	4	3	3,000,000,000 تومان	18	تخلیه	سنگ	شخصي	1	0	0	0	4	57	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_آسانسور_گاز
آپارتمان	1402/06/04	هروی حسین اباد	4	11	9	21,358,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	6	181	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	تهران پارس فلكه 3 خ دانشور	4	4	2	4,200,000,000 تومان	25	مسکونی	سنگ	شخصي	1	0	0	0	3	72	1	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	هروی حسین اباد	4	11	9	13,560,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	مختلف	113	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/29	خواجه عبدالله خ تیسفون	4	5	1	20,500,000,000 تومان	15	تخلیه	سنگ	شخصي	1	0	0	0	1	157	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	بنی هاشم نرسیده به خ نصیبی	4	5	1	4,500,000,000 تومان	18	اجاره	سنگ	شخصي	1	0	0	0	زیرهمكف	75	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/30	تهرانپارس بلوار پروین خ شبستری	4	4	2	3,200,000,000 تومان	23	مسکونی	سنگ	شخصي	0	1	0	0	4	50	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/30	تهرانپارس خ استخر	4	5	2	9,700,000,000 تومان	7	تخلیه	تراورتن	شخصي	0	0	1	0	4	106	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	شمس آباد خ شهید كرد	4	5	4	5,250,000,000 تومان	10	اجاره	سنگ	شخصي	1	0	0	0	3	59	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/02	فرجام بین باقری و حیدرخانی	4	5	2	8,265,000,000 تومان	12	اجاره	سنگ	شخصي	1	0	0	0	3	95	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/01	تهرانپارس خ استقلال	4	13	5	18,900,000,000 تومان	30	مسکونی	کنيتکس و رومي	شخصي	1	1	0	0	5	135	3	1	MDF	فرنگی	سراميک	0	1	1	1	فن کوئر_آسانسور_گاز
آپارتمان	1402/06/09	تهران پارس خ زرین شمالی	4	5	3	18,875,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	5	151	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/08	فرجام خ عبادی	4	9	11	7,500,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	1	75	2	1	MDF	ايرانی	پارکت	1	1	1	0	کولر_آسانسور_گاز
آپارتمان	1402/06/09	جشنواره خ اسفندانی	4	4	2	7,200,000,000 تومان	20	تخلیه	سنگ	شخصي	0	0	1	1	همكف	103	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/29	فرجام خ احمدیان	4	8	6	6,300,000,000 تومان	22	اجاره	سنگ	شخصي	1	0	0	0	6	75	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	لویزان خ رحیمی پور	4	4	2	5,865,000,000 تومان	10	اجاره	سنگ	شخصي	1	0	0	0	همكف	69	2	1	MDF	ايراني فرنگي	سراميک	1	0	0	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	سراج نیكو قدم	4	5	4	5,200,000,000 تومان	7	اجاره	سنگ	شخصي	0	1	0	0	4	72	1	1	MDF	ايرانی	سراميک	1	1	0	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	حكیمیه سازمان آب	4	9	6	5,700,000,000 تومان	15	تخلیه	سنگ	شخصي	0	1	0	0	7	76	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	دلاوران خ تكاوران	4	4	2	3,000,000,000 تومان	16	مسکونی	سنگ	شخصي	1	0	0	0	3	44	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/05	شمس آباد بلوار بیژن	4	5	2	9,500,000,000 تومان	18	اجاره	سنگ	شخصي	0	1	0	0	2	98	2	1	هایگلاس	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	تهرانپارس خ 212	4	5	1	12,500,000,000 تومان	نوساز	تخلیه	ترکیبی	شخصي	1	0	0	0	2	131	3	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	مجیدیه شمالی خ استاد حسن بنا	4	5	2	13,720,000,000 تومان	1	تخلیه	سنگ	شخصي	0	1	0	0	4	98	2	1	دلخواه	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/06/06	تهرانپارس بلوار پروین خ 196	4	3	2	4,000,000,000 تومان	20	تخلیه	سنگ	شخصي	1	0	0	0	2	68	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/28	تهرانپارس بلوار پروین خ 212	4	5	2	2,500,000,000 تومان	6	تخلیه	سنگ	قولنامه اي	1	0	0	0	3	50	1	1	MDF	ايرانی	سراميک	1	0	0	1	کولر_گاز
آپارتمان	1402/06/08	تهرانپارس بین خ عادل و زرین	4	5	1	20,540,000,000 تومان	17	تخلیه	سنگ	شخصي	1	0	0	0	5	158	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	هروی حسین اباد	4	8	9	17,000,000,000 تومان	1	اجاره	ترکیبی	شخصي	0	1	0	0	6	130	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	شهید عراقی نرسیده به ك بنفشه	4	5	3	16,800,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	1	120	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	0	1	کولر_آسانسور_چیلر_گاز
آپارتمان	1402/05/30	فرجام خ حیدرخانی	4	4	1	5,800,000,000 تومان	11	تخلیه	سنگ	شخصي	0	1	0	0	4	75	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	شمس اباد خ ریحانی	4	5	2	8,500,000,000 تومان	20	اجاره	سنگ	شخصي	1	0	0	0	2	80	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/09	جشنواره خ امین	4	3	2	1,900,000,000 تومان	17	مسکونی	تراورتن	قولنامه اي	0	1	0	0	2	50	1	1	MDF	ايرانی	سراميک	1	0	0	0	کولر_گاز
آپارتمان	1402/06/04	تهران پارس بلوار پروین خ 196 شرقی بین 131و133	4	4	2	4,200,000,000 تومان	24	مسکونی	سنگ	شخصي	1	0	0	0	4	70	1	1	هایگلاس	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/02	دلاوران تكاوران	4	6	2	6,500,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	6	77	2	1	MDF	ايراني فرنگي	سراميک	1	1	0	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/26	تهرانپارس خ 121	4	5	2	8,900,000,000 تومان	19	مسکونی	گرانيت	شخصي	1	0	0	0	2	110	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_حیاط_زیر زمین_گاز
آپارتمان	1402/06/07	هنگام چهارراه استقلال خ ونائی	4	6	2	7,802,000,000 تومان	6	مسکونی	سنگ	شخصي	0	1	0	0	6	94	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/04	تهرانپارس بلوار پروین خ 133	4	4	1	6,300,000,000 تومان	16	مسکونی	سنگ	شخصي	1	1	0	0	همكف	72	1	1	MDF	ايرانی	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	فرجام غربی اریبهشت جنوبی	4	4	1	5,200,000,000 تومان	17	اجاره	سنگ	شخصي	0	1	0	0	3	80	2	1	MDF	ايراني فرنگي	سنگ	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/13	جشنواره خ امین خ زهدی	4	4	1	3,000,000,000 تومان	15	اجاره	سنگ	وکالتي	1	0	0	0	همكف	76	1	1	MDF	ايرانی	سراميک	1	0	0	0	کولر_زیر زمین_گاز
آپارتمان	1402/06/11	تهران پارس فلكه 1 خ بهار خ 109	4	5	3	4,900,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	1	70	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	تهرانپارس خ 168 غربی	4	4	1	16,113,000,000 تومان	2	تخلیه	سنگ	شخصي	1	0	0	0	1	131	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/07	تهرانپارس بالاتر از فلكه سوم	4	6	4	14,490,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	6	138	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	اتوبان بابایی شهرك كوثر	4	4	2	3,480,000,000 تومان	20	مسکونی	سنگ	تعاوني	0	1	0	0	3	60	1	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/31	جشنواره خ زهدی	4	5	2	6,500,000,000 تومان	11	مسکونی	سنگ	شخصي	0	1	0	0	5	108	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	هنگام شمیران نو میدان پاكدامن	4	3	1	2,900,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	همكف	50	1	1	MDF	ايرانی	سراميک	1	0	0	1	کولر_گاز
آپارتمان	1402/05/30	نیروی دریائی خ الزهرا	4	5	4	7,000,000,000 تومان	30	مسکونی	آجر	شخصي	1	0	0	0	همكف	120	3	1	MDF	ايرانی	سراميک	1	1	0	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	تهران پارس بلوار شاهد بین 216و 218	4	6	2	6,700,000,000 تومان	20	اجاره	سنگ	شخصي	1	0	0	0	4	91	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	تهرانپارس بین ایزدپناه و باقری	4	5	3	10,800,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	2	90	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	آسانسور_پکیج_گاز
آپارتمان	1402/06/05	فرجام خ ایزدپناه	4	5	4	5,990,000,000 تومان	9	مسکونی	سنگ	شخصي	1	0	0	0	2	60	2	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/05/30	بزرگراه رسالت خ شهید كرد	4	5	2	11,900,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	مختلف	85	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	بزرگراه رسالت چهارراه سرسبز	4	5	2	7,200,000,000 تومان	17	اجاره	سنگ	شخصي	0	1	0	0	2	75	2	1	MDF	ايراني فرنگي	لامنيت	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/07	شمس اباد خ شهید كرد	4	5	4	7,100,000,000 تومان	6	اجاره	سنگ	شخصي	1	1	0	0	3	77	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	هنگام شمیران نو	4	4	1	2,000,000,000 تومان	20	مسکونی	سنگ	قولنامه اي	0	0	1	0	1	60	1	1	MDF	ايرانی	سراميک	1	0	1	1	کولر_گاز
آپارتمان	1402/06/09	جشنواره خ اسفندانی	4	4	2	3,950,000,000 تومان	13	مسکونی	سنگ	شخصي	0	1	0	0	3	58	2	1	MDF	ايرانی	سنگ سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/01	تهرانپارس بلوار پروین بین شاهد و 133	4	5	3	4,120,000,000 تومان	5	تخلیه	سنگ	شخصي	1	0	0	0	3	54	1	1	MDF	فرنگی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/06	هروی حسین اباد	4	11	4	20,500,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	1	0	0	1	179	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	لویزان شیان خ شاه رضائی	4	12	3	9,000,000,000 تومان	20	تخلیه	سيمان	اوقافي	0	1	0	0	2	100	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	تهران پارس ك 222 غربی	4	5	2	7,500,000,000 تومان	16	مسکونی	سنگ	شخصي	0	1	0	0	1	94	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	جشنواره خ احسان	4	3	1	5,500,000,000 تومان	30	مسکونی	سنگ	شخصي	0	1	0	0	3	120	2	1	فلزي	ايرانی	موزائيک	1	0	1	1	کولر_گاز
آپارتمان	1402/05/29	حكیمیه نرسیده به نگارستان	4	4	1	12,000,000,000 تومان	5	تخلیه	سنگ	شخصي	0	1	0	0	1	125	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/01	تهرانپارس وفادار شرقی	4	9	4	5,600,000,000 تومان	17	تخلیه	سيمان	تعاوني	0	1	0	0	2	82	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	حكیمیه فاز 3 خ بهشت	4	6	3	6,300,000,000 تومان	6	مسکونی	سنگ	شخصي	1	0	0	0	3	67	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/08	بنی هاشم خ كیماسی	4	4	2	8,580,000,000 تومان	8	اجاره	سنگ	شخصي	0	1	0	0	2	78	2	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_حیاط_گاز
آپارتمان	1402/06/08	هروی خ ضابطی	4	11	4	20,000,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	9	114	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/26	خواجه عبداله خ چهاردهم	4	5	2	16,170,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	1	110	2	0	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/08	فرجام میدان 47	4	5	3	10,800,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	1	120	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/06	هروی وفامنش خ موسوی	4	5	3	15,120,000,000 تومان	2	تخلیه	سنگ	شخصي	1	0	0	0	1	108	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_حیاط خلوت_گاز
آپارتمان	1402/05/29	شمس آّباد بلوار بیژن	4	5	4	10,000,000,000 تومان	7	تخلیه	سنگ	شخصي	1	0	0	1	4	118	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	بنی هاشم خ قدیری	4	4	1	3,570,000,000 تومان	16	اجاره	سنگ	شخصي	1	0	0	0	1	42	1	1	MDF	ايرانی	سنگ	1	0	0	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	تهرانپارس خ استخر	4	5	2	7,100,000,000 تومان	1	تخلیه	سنگ	شخصي	1	1	0	0	4	81	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	خ دماوند ك رحیمی ك ماهانی	4	5	2	12,800,000,000 تومان	9	مسکونی	سنگ	شخصي	0	1	0	0	3	106	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	تهرانپارس بلوار پروین بین بلوار و 131	4	4	1	5,600,000,000 تومان	13	اجاره	سنگ	شخصي	1	0	0	0	2	75	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/02	تهران پارس خ استخر	4	5	2	7,200,000,000 تومان	2	مسکونی	سنگ	شخصي	1	0	0	0	4	82	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/09	تهرانپارس فلكه سوم خ 190	4	4	2	6,745,000,000 تومان	20	مسکونی	آجر	شخصي	1	0	0	0	4	71	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/04	هنگام خ طاهر خانی	4	4	1	5,852,000,000 تومان	19	تخلیه	سنگ	شخصي	1	1	0	0	4	77	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/28	هنگام شمیران نو	4	3	1	3,100,000,000 تومان	18	اجاره	سنگ	قولنامه اي	0	0	0	1	1	70	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/31	هنگام شمیران نو	4	4	1	2,900,000,000 تومان	30	مسکونی	سنگ	قولنامه اي	1	0	0	0	2	90	2	1	MDF	ايرانی	موزائيک	1	0	0	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/06	سراج ك شهبازی نژاد	4	4	1	4,720,000,000 تومان	10	مسکونی	سنگ	شخصي	1	0	0	0	3	63	2	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/13	جشنواره خ احسان	4	4	4	1,800,000,000 تومان	2	مسکونی	سنگ	قولنامه اي	0	1	0	0	4	60	1	1	MDF	ايرانی	سراميک	1	0	1	1	کولر_گاز
آپارتمان	1402/06/06	خواجه عبداله خ ابوذرغفاری شمالی	4	3	2	22,000,000,000 تومان	14	اجاره	سنگ	شخصي	1	0	0	0	3	160	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/14	مجیدیه شمالی خ صالحی	4	5	2	4,700,000,000 تومان	10	اجاره	سنگ	شخصي	1	1	0	0	1	51	1	1	MDF	ايرانی	سنگ	1	0	0	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	تهرانپارس فلكه اول بین كوچه 103 و 105	4	4	1	7,900,000,000 تومان	8	اجاره	تراورتن	شخصي	1	0	0	0	3	83	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/30	سراج كوی نیكوقدم	4	5	2	7,600,000,000 تومان	10	تخلیه	سنگ	شخصي	1	0	0	0	1	107	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	هنگام شمیران نو میدان ابوذر	4	4	1	7,200,000,000 تومان	نوساز	تخلیه	ترکیبی	شخصي	1	0	0	0	4	120	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/30	شمس اباد خ شهید كرد	4	3	1	4,300,000,000 تومان	30	اجاره	سنگ	شخصي	1	0	0	0	2	44	1	1	MDF	ايرانی	موکت	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/11	لویزان خ رحیم پور	4	4	2	6,400,000,000 تومان	10	اجاره	سنگ	شخصي	1	0	0	0	4	64	1	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/13	حكیمیه خ سازمان آب	4	9	4	4,200,000,000 تومان	12	مسکونی	سنگ	قولنامه اي	0	1	0	0	4	72	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	حكیمیه خ سازمان آب	4	5	8	4,750,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	1	70	2	1	MDF	ايرانی	سراميک	1	1	0	1	شوفاژ_کولر_آسانسور_حیاط_گاز
آپارتمان	1402/05/30	جشنواره خ اسفندانی	4	4	2	7,200,000,000 تومان	22	تخلیه	سنگ	شخصي	1	0	0	0	1	103	2	1	هایگلاس	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/06	هنگام شمیران نو	4	4	2	2,600,000,000 تومان	22	مسکونی	سنگ	قولنامه اي	1	0	0	0	3	50	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/07	جشنواره نرسیده به خ زارع	4	4	2	3,364,000,000 تومان	22	مسکونی	سنگ	شخصي	0	1	0	0	4	58	2	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/05/31	اتوبان بابایی نرسیده به شهرك شید بهشتی	4	15	11	6,500,000,000 تومان	5	مسکونی	سنگ	تعاوني	0	1	0	0	5	75	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	آسانسور_چیلر_گاز
